,gas,contrast,sample,auc1,auc2,m1,lam1,mu1,Q,chi1,aic1,m1f,lam1f,mu1f,chi1f,aic1f,m2,lam2,mu2,chi2,aic2,m2f,lam2f,mu2f,chi2f,aic2f,cc_auc,cc_ldrw,cc_fpt
0,room,air,s5,0.0016828422937121411,0.0018553247994303117,0.0010460091935446947,2.479477187066692,3.8114808631099493,6.8,2.719830183469396e-05,-19353.55207958786,0.0010460091935446947,2.479477187066692,3.8114808631099493,2.719830183469396e-05,-19353.55207958786,0.0006466697533802357,8.819684272654133,6.2369640787043785,4.9579356723485196e-06,-21234.4444927584,0.0006466697533802357,8.819684272654133,6.2369640787043785,4.9579356723485196e-06,-21234.4444927584,110.24947532889107,61.82256880446857,61.82256880446857
0,hyper,air,s5,0.00266199886894362,0.00035430477062069405,0.0019137136627387363,2.1076229242678703,3.279317864916373,6.8,2.1800784530806226e-05,-9548.44077554081,0.0019137136627387363,2.1076229242678703,3.279317864916373,2.1800784530806226e-05,-9548.44077554081,0.0001415357549536811,9.386027322154465,5.574141267136647,7.660876545851825e-08,-12712.995026585406,0.0001415357549536811,9.386027322154465,5.574141267136647,7.660876545851825e-08,-12712.995026585406,13.309726565034016,7.395868969819014,7.395868969819014
0,mix,sf6,s2,0.0016722567382069261,0.0037414081640804253,0.0011914291132002486,4.259416588176406,3.206254784604117,6.8,8.83704790899878e-06,-19379.629947012498,0.0011914291132002486,4.259416588176406,3.206254784604117,8.83704790899878e-06,-19379.629947012498,0.0013127552791378783,11.633210029428255,5.903964708475383,1.0393557260360141e-05,-19210.4206713778,0.0013127552791378783,11.633210029428255,5.903964708475383,1.0393557260360141e-05,-19210.4206713778,223.73407614982267,110.1832467071197,110.1832467071197
0,hyper,sf6,s6,0.0029045054310462204,0.0012433663275615624,0.002075071357630076,3.773931724116295,3.047181154966757,6.8,3.669714257770052e-05,-17477.176962554102,0.002075071357630076,3.773931724116295,3.047181154966757,3.669714257770052e-05,-17477.176962554102,0.0004741559354248803,16.959054145467917,5.523906101806056,1.0503176595793965e-06,-21101.855329152142,0.0004741559354248803,16.959054145467917,5.523906101806056,1.0503176595793965e-06,-21101.855329152142,42.808194271948544,22.850102657019487,22.850102657019487
0,hyper,sf6,s3,0.002250375414163815,0.0016971494981284179,0.0010875635751590451,5.189235400866335,2.990708716118603,4.3,2.4422060245275258e-05,-21115.170426337267,0.0010875635751590451,5.189235400866335,2.990708716118603,2.4422060245275258e-05,-21115.170426337267,0.0003240358399083654,20.215377965620803,6.9497372186365745,5.482868546748918e-07,-25644.3275263784,0.0003240358399083654,20.215377965620803,6.9497372186365745,5.482868546748918e-07,-25644.3275263784,75.41628332084483,29.794657278861003,29.794657278861003
0,hyper,sf6,s3,0.0008199390138942993,0.007456432937654635,0.0003321708539087975,7.339070544443299,3.417457193577553,2.8,4.51000794920562e-06,-26649.885642063393,0.0003321708539087975,7.339070544443299,3.417457193577553,4.51000794920562e-06,-26649.885642063393,0.0006852833256274504,18.39787186113915,9.427069986995175,4.503585335502567e-06,-26651.8308971712,0.0006852833256274504,18.39787186113915,9.427069986995175,4.503585335502567e-06,-26651.8308971712,909.3887241979518,206.304471799204,206.304471799204
0,mix,sf6,s3,0.001695431544529937,0.0038023144136789086,0.0012093554078043134,2.8536303699645837,3.2593896006466103,6.8,1.4176822394857454e-05,-20476.310410426762,0.0012093554078043134,2.8536303699645837,3.2593896006466103,1.4176822394857454e-05,-20476.310410426762,0.0013354160278002958,9.509971977732729,5.691863563292258,7.595592661358965e-06,-21178.9797198365,0.0013354160278002958,9.509971977732729,5.691863563292258,7.595592661358965e-06,-21178.9797198365,224.26823577433854,110.42378602538818,110.42378602538818
0,room,air,s3,0.0015724492932609204,0.002062125698013316,0.0010063295531446137,4.204334043192059,3.729875110568603,6.8,1.931448007652277e-05,-18000.406235375962,0.0010063295531446137,4.204334043192059,3.729875110568603,1.931448007652277e-05,-18000.406235375962,0.0006649497775526036,12.764500017702058,6.3258827330304115,4.845267148599148e-06,-19401.236015192262,0.0006649497775526036,12.764500017702058,6.3258827330304115,4.845267148599148e-06,-19401.236015192262,131.14099811364426,66.07674150826092,66.07674150826092
0,hyper,air,s3,0.0006514477044049257,0.0010402983118254412,0.00019211748900183068,4.038534144156658,3.2971677963129338,2.8,1.2881880087365158e-06,-18664.17794786103,0.00019211748900183068,4.038534144156658,3.2971677963129338,1.2881880087365158e-06,-18664.17794786103,0.00010792009123550272,17.839385017387183,8.655595513756758,1.254087388289083e-07,-20797.92076160855,0.00010792009123550272,17.839385017387183,8.655595513756758,1.254087388289083e-07,-20797.92076160855,159.69022605977509,56.17400674775338,56.17400674775338
0,room,air,s2,0.0019165911966925117,0.0025182875931873444,0.0009524404984819768,4.610820201544807,2.995407071075352,4.3,1.3765150453547568e-05,-19683.87217738912,0.0009524404984819768,4.610820201544807,2.995407071075352,1.3765150453547568e-05,-19683.87217738912,0.0005075271981540563,18.10016160634804,6.761814452112234,1.8071641081140963e-06,-21882.77506378276,0.0005075271981540563,18.10016160634804,6.761814452112234,1.8071641081140963e-06,-21882.77506378276,131.3940916317047,53.287024119928304,53.287024119928304
0,room,def,s1,0.0030955587732778064,0.003053436389279112,0.0014326226945982068,7.875701566837979,4.509937594269593,6.8,1.2194120762377964e-05,-23362.04857493402,0.0014326226945982068,7.875701566837979,4.509937594269593,1.2194120762377964e-05,-23362.04857493402,0.0008581497685618,15.093626676994113,7.203813605068625,1.8623556953942617e-06,-25741.00403976887,0.0008581497685618,15.093626676994113,7.203813605068625,1.8623556953942617e-06,-25741.00403976887,98.63926395575776,59.90061247790553,59.90061247790553
0,mix,sf6,s5,0.0019598056744448596,0.0050804728885962,0.0010295675759450784,6.391819961697285,2.9717741274204266,2.8,4.826228112992257e-05,-20482.815038663757,0.0010295675759450784,6.391819961697285,2.9717741274204266,4.826228112992257e-05,-20482.815038663757,0.00048177013042560723,14.156559124095905,9.256578048358985,1.9777399911878775e-06,-24326.03378818579,0.00048177013042560723,14.156559124095905,9.256578048358985,1.9777399911878775e-06,-24326.03378818579,259.23350232340306,46.7934443237854,46.7934443237854
0,hyper,sf6,s4,0.001872427972282399,0.000276536495744016,0.001866847628847701,1.6927313900572902,2.2851115740787846,6.8,1.1070140438527871e-05,-15637.813474865801,0.001866847628847701,1.6927313900572902,2.2851115740787846,1.1070140438527871e-05,-15637.813474865801,0.0006335898829223918,15.52888891694564,4.6615758810945,7.490457236928088e-06,-15974.138664770679,0.0006335898829223918,15.52888891694564,4.6615758810945,7.490457236928088e-06,-15974.138664770679,14.768872279072578,33.93902497085265,33.93902497085265
0,mix,def,s1,7.681981943824681e-05,0.0004069736875526936,4.0361340378769484e-05,6.312605917872217,2.5733610229925645,4.3,6.733501764364772e-08,-22927.115225967547,4.0361340378769484e-05,6.312605917872217,2.5733610229925645,6.733501764364772e-08,-22927.115225967547,8.82552193177677e-05,19.043888617952828,6.296883496339378,3.8554585298355e-08,-23473.5685040596,8.82552193177677e-05,19.043888617952828,6.296883496339378,3.8554585298355e-08,-23473.5685040596,529.7769384629285,218.66275621557634,218.66275621557634
0,mix,def,s2,5.3094843781904844e-05,0.0004052421760544291,2.74329714493593e-05,4.958553393340079,2.8837254496057327,4.3,2.82637135915975e-08,-16198.765688086385,2.74329714493593e-05,4.958553393340079,2.8837254496057327,2.82637135915975e-08,-16198.765688086385,8.469685468037724e-05,19.20563583167212,6.586051202209016,2.0380817615925987e-08,-16420.46126800133,8.469685468037724e-05,19.20563583167212,6.586051202209016,2.0380817615925987e-08,-16420.46126800133,763.2420536333491,308.7410885719248,308.7410885719248
0,mix,sf6,s4,0.002625166962413028,0.0046871026033681405,0.0008010400673328366,5.04976500218835,3.5868995592247437,2.8,2.820859601399856e-05,-21184.563505761453,0.0008010400673328366,5.04976500218835,3.5868995592247437,2.820859601399856e-05,-21184.563505761453,0.00041665579916538853,13.258408802835948,10.02820693726586,2.53683813937908e-06,-24089.465686753443,0.00041665579916538853,13.258408802835948,10.02820693726586,2.53683813937908e-06,-24089.465686753443,178.54493335006018,52.01435186041271,52.01435186041271
0,mix,def,s2,4.135496260987116e-05,0.00018414551040914006,4.9979937474686764e-05,299.1340965053967,1.467097699293225,6.8,1.445901171013102e-08,-15274.573362528186,4.9979937474686764e-05,299.1340965053967,1.467097699293225,1.445901171013102e-08,-15274.573362528186,7.865439919663153e-05,86.47973944717994,3.698055568566639,4.726534849531295e-08,-14535.470591384379,7.865439919663153e-05,86.47973944717994,3.698055568566639,4.726534849531295e-08,-14535.470591384379,445.28032136386395,157.37194396545107,157.37194396545107
0,hyper,def,s1,0.00032884203064570254,0.00014268868913750482,0.00017197161829440866,3.9154192404607366,2.782384542509444,4.3,3.8525920892508776e-07,-16461.704689726823,0.00017197161829440866,3.9154192404607366,2.782384542509444,3.8525920892508776e-07,-16461.704689726823,3.207913491576342e-05,17.97940929437801,6.038351124838733,5.3877525275879405e-09,-19745.171700543662,3.207913491576342e-05,17.97940929437801,6.038351124838733,5.3877525275879405e-09,-19745.171700543662,43.39125654264036,18.653737886472175,18.653737886472175
0,room,sf6,s5,0.0017189421794734743,0.003994156366530378,0.0011826731058632856,2.3534962235422205,2.416371904927141,4.3,2.5922584426943255e-05,-18146.149069949093,0.0011826731058632856,2.3534962235422205,2.416371904927141,2.5922584426943255e-05,-18146.149069949093,0.0008712289199754863,14.072574526650683,6.193624764772654,4.002195465877375e-06,-20083.54661267621,0.0008712289199754863,14.072574526650683,6.193624764772654,4.002195465877375e-06,-20083.54661267621,232.3612983744351,73.66608031046226,73.66608031046226
0,room,air,s5,0.0008723722378442721,0.0012301608271309355,0.0004022384906363641,3.5406525008342804,2.8163602784600426,2.8,5.760633033051293e-06,-19966.059062419143,0.0004022384906363641,3.5406525008342804,2.8163602784600426,5.760633033051293e-06,-19966.059062419143,0.00013033847453503,15.276930719866247,8.602927883575683,2.8134641535220856e-07,-23136.235803943346,0.00013033847453503,15.276930719866247,8.602927883575683,2.8134641535220856e-07,-23136.235803943346,141.01329384011558,32.403282522472466,32.403282522472466
0,mix,sf6,s5,0.004762512402776536,0.005367307310985584,0.0008945629238841235,4.838272857011028,3.3528991648995383,1.8,6.281625794279798e-05,-22750.496450937353,0.0008945629238841235,4.838272857011028,3.3528991648995383,6.281625794279798e-05,-22750.496450937353,0.00023048302238315443,13.869375815245899,13.192527161789057,2.9468969102858953e-06,-26874.65015191417,0.00023048302238315443,13.869375815245899,13.192527161789057,2.9468969102858953e-06,-26874.65015191417,112.69907261252388,25.76487536308959,25.76487536308959
0,hyper,sf6,s2,0.001201319440888754,0.0008057463995909744,0.0008681201997471355,4.367991249180006,3.1116470473149542,6.8,5.178709178433573e-06,-14423.909651566848,0.0008681201997471355,4.367991249180006,3.1116470473149542,5.178709178433573e-06,-14423.909651566848,0.00028905290012626317,15.39219713387616,5.748052365296808,3.36840589834471e-07,-16519.89156370375,0.00028905290012626317,15.39219713387616,5.748052365296808,3.36840589834471e-07,-16519.89156370375,67.07178558559505,33.29641450693786,33.29641450693786
0,hyper,sf6,s2,0.0030677499656768924,0.001555413787217336,0.0012584607393335556,5.609589475565376,3.6102854976576966,4.3,2.936475129333714e-05,-19674.83486923339,0.0012584607393335556,5.609589475565376,3.6102854976576966,2.936475129333714e-05,-19674.83486923339,0.00028552132995796065,18.036859933920496,7.334673843719807,4.612111259654444e-07,-24356.04844267738,0.00028552132995796065,18.036859933920496,7.334673843719807,4.612111259654444e-07,-24356.04844267738,50.70210429858606,22.688139648215362,22.688139648215362
0,mix,air,s2,0.0021475513096545426,0.0012954064117112838,0.0010812881860855494,4.258713807877086,2.904983882323838,4.3,2.4131876072789816e-05,-12878.287462086895,0.0010812881860855494,4.258713807877086,2.904983882323838,2.4131876072789816e-05,-12878.287462086895,0.00028041369867914945,18.323631776933812,6.412371379843624,3.6262260482493605e-07,-16014.13838341672,0.00028041369867914945,18.323631776933812,6.412371379843624,3.6262260482493605e-07,-16014.13838341672,60.3201611941772,25.933299030510597,25.933299030510597
0,room,def,s1,0.0006801177888757351,0.0013567971456095393,0.00013491189728287445,7.117491288596927,3.0986180145724704,1.8,2.4123258601472384e-06,-24381.54001376617,0.00013491189728287445,7.117491288596927,3.0986180145724704,2.4123258601472384e-06,-24381.54001376617,5.3891168248165755e-05,17.179606734079314,14.225838564643945,2.5007731548378544e-07,-27139.963634102915,5.3891168248165755e-05,17.179606734079314,14.225838564643945,2.5007731548378544e-07,-27139.963634102915,199.4944357877163,39.94545279811037,39.94545279811037
0,hyper,def,s1,0.0007658633251008372,0.0002739541336720102,0.0002033602264093215,8.096281425518926,2.528236012846604,1.8,3.4205438973691835e-06,-23253.57798159684,0.0002033602264093215,8.096281425518926,2.528236012846604,3.4205438973691835e-06,-23253.57798159684,1.1469520549090007e-05,18.808239745810685,12.807189450293585,1.7430079173785075e-08,-29499.057844737526,1.1469520549090007e-05,18.808239745810685,12.807189450293585,1.7430079173785075e-08,-29499.057844737526,35.77062965326615,5.640001858575957,5.640001858575957
0,hyper,air,s3,0.0008866876358361675,0.0037654152540161087,0.00029064889293795027,4.512684590609251,2.9596144652495493,1.8,1.5450657626227623e-05,-22754.94727627293,0.00029064889293795027,4.512684590609251,2.9596144652495493,1.5450657626227623e-05,-22754.94727627293,0.00018023876852768517,22.38687500391761,11.453709138875988,1.6618275236239506e-06,-25542.114342015073,0.00018023876852768517,22.38687500391761,11.453709138875988,1.6618275236239506e-06,-25542.114342015073,424.6608503190904,62.0125425924687,62.0125425924687
0,mix,sf6,s5,0.001557579897214922,0.002678821099542926,0.0010262203409514559,3.913167800911925,2.4242759333646076,4.3,6.116688406198115e-06,-19205.040613609184,0.0010262203409514559,3.913167800911925,2.4242759333646076,6.116688406198115e-06,-19205.040613609184,0.0005442428741009309,14.73705297796286,6.646487913811722,1.0852061462443358e-06,-20960.23025121558,0.0005442428741009309,14.73705297796286,6.646487913811722,1.0852061462443358e-06,-20960.23025121558,171.98611155247144,53.03372505716837,53.03372505716837
0,hyper,def,s5,0.0003386297371936512,0.00017047630673761315,0.00030223817816832366,2.9760803173266104,2.6368629079038644,6.8,4.783517665859019e-07,-13883.80513586639,0.00030223817816832366,2.9760803173266104,2.6368629079038644,4.783517665859019e-07,-13883.80513586639,7.677126067906492e-05,12.361173575844498,4.894173091930504,1.3934153251682432e-08,-16217.567432833925,7.677126067906492e-05,12.361173575844498,4.894173091930504,1.3934153251682432e-08,-16217.567432833925,50.34298173291359,25.400914320066203,25.400914320066203
0,room,air,s4,0.001533170719364797,0.002221804400490304,0.000893091096581422,6.296014871133712,2.5612347121711796,4.3,8.398789966457247e-06,-19688.047695558587,0.000893091096581422,6.296014871133712,2.5612347121711796,8.398789966457247e-06,-19688.047695558587,0.0004822280039611382,22.700900710144833,6.199825572912264,9.099313703025034e-07,-22034.979968616302,0.0004822280039611382,22.700900710144833,6.199825572912264,9.099313703025034e-07,-22034.979968616302,144.91565566884896,53.99538813084271,53.99538813084271
0,hyper,air,s1,0.002994970700951439,0.00038144434514799454,0.001794662949930359,4.350991008048565,3.865654277273353,6.8,2.79733681309073e-05,-14019.956346740066,0.001794662949930359,4.350991008048565,3.865654277273353,2.79733681309073e-05,-14019.956346740066,0.00013153534846988002,14.817343998972618,6.190344088915582,8.548088326759979e-08,-18745.180141640227,0.00013153534846988002,14.817343998972618,6.190344088915582,8.548088326759979e-08,-18745.180141640227,12.736162828798884,7.329250791909655,7.329250791909655
0,mix,air,s2,0.002161284351216056,0.000943378802251995,0.0017910104112253133,4.74411794905304,2.781145563914864,6.8,1.3796497928938793e-05,-9712.0854561854,0.0017910104112253133,4.74411794905304,2.781145563914864,1.3796497928938793e-05,-9712.0854561854,0.00038332394839901696,14.292619149981775,5.3138883271127755,3.8858577299569065e-07,-11693.244614064673,0.00038332394839901696,14.292619149981775,5.3138883271127755,3.8858577299569065e-07,-11693.244614064673,43.648990551437564,21.402664439944115,21.402664439944115
0,mix,air,s3,0.0019305424121972864,0.0008254741025088606,0.0017065331930021799,2.760117074819141,2.6040992324686782,6.8,2.096781270775093e-05,-16276.142079651238,0.0017065331930021799,2.760117074819141,2.6040992324686782,2.096781270775093e-05,-16276.142079651238,0.00038059264448708774,10.668292388003955,4.845043459573174,5.205131802248526e-07,-19694.87603714998,0.00038059264448708774,10.668292388003955,4.845043459573174,5.205131802248526e-07,-19694.87603714998,42.75866188142069,22.302094447840112,22.302094447840112
0,hyper,air,s2,-0.0001515993098164844,0.004120419837714706,0.00031272243534030686,3.214694931776523,2.437060144561433,1.8,1.1502729207476899e-05,-25234.73118054109,0.00031272243534030686,3.214694931776523,2.437060144561433,1.1502729207476899e-05,-25234.73118054109,0.00020767532849119696,17.25184833466887,11.15587258645224,1.793297337232027e-06,-27758.612634311845,0.00020767532849119696,17.25184833466887,11.15587258645224,1.793297337232027e-06,-27758.612634311845,-2717.9674120565587,66.40883576683686,66.40883576683686
0,room,air,s5,0.0018000809014932328,0.001953715011021595,0.0007741404278605035,1.178703775080971,3.541796919641076,4.3,2.5965440370264688e-05,-16704.225152529005,0.0007741404278605035,1.178703775080971,3.541796919641076,2.5965440370264688e-05,-16704.225152529005,0.0004264566950986648,11.175861617053986,6.57832337037,2.5400189389118595e-06,-18933.511661661752,0.0004264566950986648,11.175861617053986,6.57832337037,2.5400189389118595e-06,-18933.511661661752,108.5348447061972,55.08776957654384,55.08776957654384
0,hyper,air,s1-2,-0.00983040375210613,0.00464025573677212,5.224676743709189e-05,14.359783273021625,2.3950022376836517,1.8,0.00018760796348151946,-21544.290091196894,5.224676743709189e-05,14.359783273021625,2.3950022376836517,0.00018760796348151946,-21544.290091196894,0.0002198047005155246,18.435294971333896,11.754341391618485,3.1728130055559365e-06,-27109.049868453494,0.0002198047005155246,18.435294971333896,11.754341391618485,3.1728130055559365e-06,-27109.049868453494,-47.20310430563914,420.70488050802777,420.70488050802777
0,room,def,s4,0.0004685351561749178,0.0019267750358741482,0.00020168377864404619,4.307475841331183,2.8556071171529074,2.8,6.514682908630197e-07,-26377.13625157365,0.00020168377864404619,4.307475841331183,2.8556071171529074,6.514682908630197e-07,-26377.13625157365,0.00019480664341942067,15.706629397951382,8.946515615291673,4.440225471766596e-07,-26850.577677526217,0.00019480664341942067,15.706629397951382,8.946515615291673,4.440225471766596e-07,-26850.577677526217,411.2338232213309,96.59013963797106,96.59013963797106
0,room,air,s1,0.0010211943806350972,0.0033432913035629976,0.00023584262861775507,5.800702671213089,3.4013991929911924,1.8,4.96510325970097e-06,-26559.52655994211,0.00023584262861775507,5.800702671213089,3.4013991929911924,4.96510325970097e-06,-26559.52655994211,0.0001392745842641041,19.827913599743095,13.757735448704736,8.314901665183083e-07,-29002.314415181158,0.0001392745842641041,19.827913599743095,13.757735448704736,8.314901665183083e-07,-29002.314415181158,327.3902958106517,59.05403322561976,59.05403322561976
0,mix,air,s1,0.0022175301523251925,0.0019688517467061,0.0008001368821790589,4.425694192555015,2.7221462960232725,2.8,1.984073261513711e-05,-17130.509438126905,0.0008001368821790589,4.425694192555015,2.7221462960232725,1.984073261513711e-05,-17130.509438126905,0.00021449724539168713,15.617919591530356,8.157467121682453,7.625026470254476e-07,-20285.111402023023,0.00021449724539168713,15.617919591530356,8.157467121682453,7.625026470254476e-07,-20285.111402023023,88.78579371927184,26.80756882591569,26.80756882591569
0,hyper,sf6,s4,0.001128763865449209,0.0017253908724749211,0.0003123539649323437,4.308347229517551,4.248386224488259,2.8,9.858684204284627e-06,-25444.17771742348,0.0003123539649323437,4.308347229517551,4.248386224488259,9.858684204284627e-06,-25444.17771742348,0.0001673079221045093,13.726848847236743,9.527793057758766,3.6999722115463564e-07,-29901.965486493395,0.0001673079221045093,13.726848847236743,9.527793057758766,3.6999722115463564e-07,-29901.965486493395,152.85667138080075,53.56356598218576,53.56356598218576
0,hyper,def,s1,0.00015466629109001258,3.6270920615113016e-05,3.8658603759289534e-05,2.4439666912646154,3.908639121118341,2.8,1.426998574506783e-07,-20750.357950629023,3.8658603759289534e-05,2.4439666912646154,3.908639121118341,1.426998574506783e-07,-20750.357950629023,3.4332337099929333e-06,14.20073935724616,9.005183361811909,2.803532081779612e-10,-26477.978157549158,3.4332337099929333e-06,14.20073935724616,9.005183361811909,2.803532081779612e-10,-26477.978157549158,23.45108320597414,8.880904575266609,8.880904575266609
0,hyper,sf6,s1,0.0017450345683920796,0.0064974453276770774,0.00034109048162278555,7.139838337838869,3.257979683906936,1.8,6.92364230782992e-06,-25803.556749444404,0.00034109048162278555,7.139838337838869,3.257979683906936,6.92364230782992e-06,-25803.556749444404,0.0002846140732226665,16.703487143464464,12.262149538454432,7.98633198373016e-06,-25610.50520717363,0.0002846140732226665,16.703487143464464,12.262149538454432,7.98633198373016e-06,-25610.50520717363,372.3390610917234,83.44239682930329,83.44239682930329
0,hyper,sf6,s5,0.0024837334686854443,0.001301809059674008,0.0011602902058549525,6.185678569780512,3.3040183779265533,4.3,2.404702869844068e-05,-18484.23930758936,0.0011602902058549525,6.185678569780512,3.3040183779265533,2.404702869844068e-05,-18484.23930758936,0.00026170548005111094,19.965874859945384,6.951833997790484,4.711388344471687e-07,-22617.416521951094,0.00026170548005111094,19.965874859945384,6.951833997790484,4.711388344471687e-07,-22617.416521951094,52.41339604619538,22.555174449505493,22.555174449505493
0,hyper,air,s3,0.001349665936078465,0.0020448132173762515,0.0005327861914778964,2.5963620156994573,3.8571578267957136,4.3,8.748710031145819e-06,-16189.917099029613,0.0005327861914778964,2.5963620156994573,3.8571578267957136,8.748710031145819e-06,-16189.917099029613,0.0004007262610299378,13.352901166975053,7.023461118583155,1.455397172047068e-06,-17766.51561055919,0.0004007262610299378,13.352901166975053,7.023461118583155,1.455397172047068e-06,-17766.51561055919,151.50513639823927,75.21333462460103,75.21333462460103
0,mix,sf6,s4,0.0018685568487916806,0.0022582769073033193,0.0009296282402095901,4.047726288312946,3.185005521451698,4.3,1.6088026947926176e-05,-20562.738717779444,0.0009296282402095901,4.047726288312946,3.185005521451698,1.6088026947926176e-05,-20562.738717779444,0.0004415447941932271,16.156705987175098,7.097345646928511,1.048447573447915e-06,-23670.349013376035,0.0004415447941932271,16.156705987175098,7.097345646928511,1.048447573447915e-06,-23670.349013376035,120.85674079242786,47.496921360056604,47.496921360056604
0,mix,def,s1,0.0002562825866847036,0.00017855796578336735,5.680572552968499e-05,5.309701437801446,3.1525685473206106,1.8,1.622524001663851e-07,-29758.532665720915,5.680572552968499e-05,5.309701437801446,3.1525685473206106,1.622524001663851e-07,-29758.532665720915,6.998127865198711e-06,17.752503890722174,14.146468615098673,3.9042285512144755e-09,-34622.388950879824,6.998127865198711e-06,17.752503890722174,14.146468615098673,3.9042285512144755e-09,-34622.388950879824,69.67229732351717,12.319405834437756,12.319405834437756
0,room,sf6,s4,0.001824463972343935,0.006064434273540563,0.0005587095361141436,8.023716707065306,3.2313303682514913,2.8,1.0677607162465122e-05,-24589.228433917113,0.0005587095361141436,8.023716707065306,3.2313303682514913,1.0677607162465122e-05,-24589.228433917113,0.0005826977261464972,15.923720177645801,8.87357810815799,5.498925974941289e-06,-25465.175106509563,0.0005826977261464972,15.923720177645801,8.87357810815799,5.498925974941289e-06,-25465.175106509563,332.39539752322054,104.29349930183629,104.29349930183629
